0;AD;42,57952;1,65362
1;AD;42,46372;1,49129
2;AD;42,54277;1,73361
3;AD;42,55623;1,53319
4;AD;42,50729;1,53414
5;AD;42,54499;1,51483
6;AD;42,53474;1,58014
7;AD;42,5676;1,59756
8;AD;42,57205;1,48453
9;AD;42,50779;1,52109
10;AE;25,56473;55,55517
11;AE;25,78953;55,9432
12;AE;23,14355;53,7881
13;AE;25,33132;56,34199
14;AE;25,0657;55,17128
15;AE;25,59246;56,26176
16;AE;25,61955;56,27291
17;AE;25,33737;55,41206
18;AE;24,11028;52,73056
19;AE;25,11641;56,34141
20;AE;24,19167;55,76056
21;AE;25,41111;55,43504
22;AE;25,28812;55,88157
23;AE;24,46667;54,36667
24;AF;33,54149;69,73446
25;AF;34,3436;67,90567
26;AF;34,65389;61,19778
27;AF;35,3782;64,77457
28;AF;35,94831;66,42132
29;AF;33,32462;68,44068
30;AF;36,08352;66,84029
31;AF;33,43778;69,02774
32;AF;36,52947;71,3441
33;AF;31,9848;65,4736
34;AF;34,34264;61,74675
35;AF;32,84734;68,44573
36;AF;33,14641;68,79213
37;AF;30,95962;61,86037
38;AF;32,3726;66,17708
39;AF;37,46572;69,61131
40;AF;32,93742;68,64622
41;AF;32,25122;63,85553
42;AF;33,68847;68,40205
43;AF;33,97509;63,72868
44;AF;33,69032;63,86361
45;AF;34,59431;61,26895
46;AF;33,52118;64,42116
47;AF;36,88168;70,27674
48;AF;32,62998;65,87806
49;AF;36,73605;69,53451
50;AF;35,69941;66,06164
51;AF;34,85501;69,64917
52;AF;32,24139;62,94936
53;AF;31,00575;66,40001
54;AF;33,20204;69,5152
55;AF;36,09916;66,20823
56;AF;35,00553;68,85578
57;AF;34,57169;70,58859
58;AF;33,30294;62,1474
59;AF;33,28744;69,91283
60;AF;35,03975;69,00685
61;AF;36,66757;65,7529
62;AF;33,42386;69,37684
63;AF;31,80347;66,32376
64;AF;36,97984;70,73928
65;AF;34,10737;64,3052
66;AF;32,52154;67,41315
67;AF;33,69056;69,36881
68;AF;34,00037;68,71346
69;AF;36,13529;65,8297
70;AF;35,02298;69,35112
71;AF;32,56521;67,03324
72;AF;33,50998;65,67632
73;AF;34,58962;69,76005
74;AF;34,79023;71,10962
75;AF;32,98333;67,96517
76;AF;36,21544;65,93249
77;AF;35,70177;65,23055
78;AF;32,07275;64,8359
79;AF;33,1396;67,44046
80;AF;35,84972;66,43694
81;AF;35,248;63,0044
82;AF;34,40744;70,63937
83;AF;36,26468;68,01551
84;AF;35,31999;67,63387
85;AF;30,15;62,6
86;AF;37,12604;69,83045
87;AF;34,79951;62,13917
88;AF;33,52234;68,6264
89;AF;36,91939;65,0649
90;AF;34,06183;66,27801
91;AF;35,68747;64,29318
92;AF;37,41853;66,04358
93;AF;34,55402;70,24292
94;AF;37,03999;66,78891
95;AF;37,21959;68,7802
96;AF;34,94023;61,77589
97;AF;33,19801;68,10798
98;AF;34,98735;63,12891
99;AF;38,04119;70,47298
100;AF;32,61591;63,66681
101;AF;35,54729;65,5676
102;AF;32,10575;66,90833
103;AF;34,64921;70,5914
104;AF;34,8085;63,43003
105;AF;35,42064;70,92261
106;AF;35,94458;68,71512
107;AF;33,99529;69,02274
108;AF;35,76664;65,76486
109;AF;31,5572;65,4343
110;AF;33,68956;64,8531
111;AF;34,38795;67,02327
112;AF;34,58787;68,95091
113;AF;32,90029;68,79627
114;AF;34,36972;63,17639
115;AF;32,92775;66,63253
116;AF;32,94111;69,18
117;AF;38,4435;70,80413
118;AF;34,61341;70,76498
119;AF;32,40315;64,46959
120;AF;33,72178;66,13023
121;AF;34,73414;66,95292
122;AF;32,5723;66,77403
123;AF;35,62398;70,00511
124;AF;33,89793;67,95652
125;AF;35,21995;71,52284
126;AF;34,76009;71,04738
127;AF;33,18934;69,27179
128;AF;36,0649;69,13343
129;AF;31,64286;64,23982
130;AF;32,44565;64,74486
131;AF;35,58408;63,32886
132;AF;32,82009;67,76934
133;AF;34,21422;69,10026
134;AF;32,17635;66,51271
135;AF;34,74999;69,11899
136;AF;34,22037;68,31259
137;AF;30,43624;61,8383
138;AF;35,92139;64,78361
139;AF;33,64916;69,7812
140;AF;37,0279;66,12817
141;AF;34,67139;70,20944
142;AF;36,70904;67,11087
143;AF;38,40856;71,03839
144;AF;33,24001;68,8663
145;AF;36,81665;70,10211
146;AF;36,99252;66,29654
147;AF;35,28403;70,17017
148;AF;34,24494;69,9968
149;AF;31,59382;64,37161
150;AF;31,71382;61,62272
151;AF;35,48936;66,66409
152;AF;34,50141;66,27997
153;AF;33,29565;61,95221
154;AF;34,10319;70,46073
155;AF;34,8711;62,54762
156;AF;36,02866;70,77258
157;AF;36,72895;68,857
158;AF;33,99916;69,21582
159;AF;32,68567;68,23801
160;AF;37,06588;69,42126
161;AF;36,82881;65,62432
162;AF;37,88965;70,21875
163;AF;33,4948;70,00605
164;AF;31,56267;66,5814
165;AF;33,33951;69,92041
